"crrdr_d","nKBAs","ID","endID","LCP_length_km"
"CORR1744",5,"N C P E Dos Lagunas","H0008",463.942264752323
"CORR1745",4,"N C P E Dos Lagunas","H0048",429.227035048184
"CORR1746",4,"Ejido Puebla de Morelia","H0013",406.976042407785
"CORR1747",3,"Ejido Puebla de Morelia","H0033",390.382604801241
"CORR1748",4,"Ejido Puebla de Morelia","H0010",412.993007522422
"CORR1749",4,"Ejido Puebla de Morelia","H0008",408.644612127838
"CORR1750",3,"Ejido Puebla de Morelia","H0048",373.9293824237
"CORR1751",4,"Ejido Kilometro 120","H0013",396.551678314999
"CORR1752",3,"Ejido Kilometro 120","H0033",379.730771510315
"CORR1753",4,"Ejido Kilometro 120","H0010",402.568643429635
"CORR1754",4,"Ejido Kilometro 120","H0008",398.220248035051
"CORR1755",3,"Ejido Kilometro 120","H0048",363.505018330913
"CORR1756",7,"N C P E Santa Rosa","H0135",417.636883101859
"CORR1757",6,"N C P E Santa Rosa","H0176",403.719923135847
"CORR1758",6,"N C P E Santa Rosa","H0145",416.031781010703
"CORR1759",6,"N C P E Santa Rosa","H0124",452.560259709232
"CORR1760",4,"N C P E Santa Rosa","H0048",424.197156593243
"CORR1761",7,"Ejido Carlos A  Madrazo","H0135",428.205272724678
"CORR1762",6,"Ejido Carlos A  Madrazo","H0145",426.600170633523
"CORR1763",6,"Ejido Carlos A  Madrazo","H0176",413.985020494479
"CORR1764",6,"Ejido Carlos A  Madrazo","H0124",463.128649332052
"CORR1765",4,"Ejido Carlos A  Madrazo","H0048",417.537927439877
"CORR1766",4,"Ejido Ley de Fomento Agropecuario","H0048",385.467576956699
"CORR1767",4,"Ejido Ley de Fomento Agropecuario","H0052",387.427545770819
"CORR1768",4,"Ejido Ley de Fomento Agropecuario","H0033",401.92079933424
"CORR1769",5,"Ejido Ley de Fomento Agropecuario","H0013",418.514236940786
"CORR1770",8,"Ejido Ley de Fomento Agropecuario","H0124",451.485073858823
"CORR1771",7,"N C P E  Lic  Manuel Crescencio Rejon","H0135",411.820906555428
"CORR1772",6,"N C P E  Lic  Manuel Crescencio Rejon","H0145",410.215804464271
"CORR1773",6,"N C P E  Lic  Manuel Crescencio Rejon","H0176",397.752300457322
"CORR1774",6,"N C P E  Lic  Manuel Crescencio Rejon","H0124",446.744283162801
"CORR1775",4,"N C P E  Lic  Manuel Crescencio Rejon","H0048",412.112305649495
"CORR1776",6,"N C P E Valentin Gomez Farias","H0013",427.797636219117
"CORR1777",5,"N C P E Valentin Gomez Farias","H0033",411.128375546526
"CORR1778",6,"N C P E Valentin Gomez Farias","H0010",433.814601333753
"CORR1779",5,"N C P E Valentin Gomez Farias","H0048",394.750976235031
"CORR1780",6,"N C P E Valentin Gomez Farias","H0008",429.466205939169
"CORR1781",1,"Cienagas El Sapo y Hoyo Grande","H0385",77.8452414610797
"CORR1782",1,"Cienagas El Sapo y Hoyo Grande","H0383",89.4269275837713
"CORR1783",1,"Cienagas El Sapo y Hoyo Grande","H0387",79.3774062531579
"CORR1784",1,"Cienagas El Sapo y Hoyo Grande","H0384",97.1959060865675
"CORR1785",1,"Cienagas El Sapo y Hoyo Grande","H0381",98.482203919661
"CORR1786",1,"Encanto de los manglares del Bajo Baudo","H0496",124.597749428495
"CORR1787",1,"Encanto de los manglares del Bajo Baudo","H0496",124.448797586099
"CORR1788",1,"Encanto de los manglares del Bajo Baudo","H0510",143.065671635662
"CORR1789",1,"Encanto de los manglares del Bajo Baudo","H0495",150.092122949143
"CORR1790",2,"Encanto de los manglares del Bajo Baudo","H0527",139.265510930187
"CORR1796",1,"Cienaga de Barbacoas","H0393",110.048186571203
"CORR1797",0,"Cienaga de Barbacoas","H0414",115.513760440003
"CORR1798",1,"Cienaga de Barbacoas","H0391",114.88989416212
"CORR1799",0,"Cienaga de Barbacoas","H0420",121.303256356501
"CORR1800",0,"Cienaga de Barbacoas","H0413",127.882389875762
"CORR1801",4,"Reserva Ecologica Kanan Balam","H0008",395.665396385406
"CORR1802",4,"Reserva Ecologica Kanan Balam","H0010",400.089614846038
"CORR1803",4,"Reserva Ecologica Kanan Balam","H0013",394.072649731402
"CORR1804",4,"Reserva Ecologica Kanan Balam","H0011",404.739070482142
"CORR1805",5,"Reserva Ecologica Kanan Balam","H0005",442.836509494437
"CORR1806",2,"Estacion de Biologia de San Jose del Este","H0008",216.690839761047
"CORR1807",4,"Estacion de Biologia de San Jose del Este","H0005",232.584588023664
"CORR1808",3,"Estacion de Biologia de San Jose del Este","H0010",221.733998187199
"CORR1809",3,"Estacion de Biologia de San Jose del Este","H0013",224.372564294707
"CORR1810",3,"Estacion de Biologia de San Jose del Este","H0011",226.132198284926
"CORR1811",4,"Ejido Nuevo Becal","H0033",440.65214872642
"CORR1812",5,"Ejido Nuevo Becal","H0013",457.245586332966
"CORR1813",4,"Ejido Nuevo Becal","H0048",424.198926348879
"CORR1814",5,"Ejido Nuevo Becal","H0010",463.262551447602
"CORR1815",4,"Ejido Nuevo Becal","H0052",426.158895162999
"CORR1816",3,"Palmar del Titi","H0381",466.879929868447
"CORR1817",3,"Palmar del Titi","H0383",486.609709824165
"CORR1818",2,"Palmar del Titi","H0374",496.367369793682
"CORR1819",3,"Palmar del Titi","H0384",497.387170884278
"CORR1820",2,"Palmar del Titi","H0379",499.569682584176
"CORR1821",1,"Cienaga de Chiqueros","H0436",93.4422020502355
"CORR1822",1,"Cienaga de Chiqueros","H0451",88.2175688280569
"CORR1823",0,"Cienaga de Chiqueros","H0428",107.294769853292
"CORR1824",1,"Cienaga de Chiqueros","H0444",96.2232154094145
"CORR1825",1,"Cienaga de Chiqueros","H0451",92.1857328810756
"CORR1826",1,"Rio Bravo","H0527",19.1806207325497
"CORR1827",1,"Rio Bravo","H0528",15.4058246456766
"CORR1828",1,"Rio Bravo","H0528",14.1650589476654
"CORR1829",2,"Rio Bravo","H0527",28.955100184548
"CORR1830",1,"Rio Bravo","H0529",33.8006180764937
"CORR1831",3,"Area de Conservacion Moku","H0008",431.554959079206
"CORR1832",3,"Area de Conservacion Moku","H0013",429.810566293106
"CORR1833",3,"Area de Conservacion Moku","H0010",435.827531407741
"CORR1834",3,"Area de Conservacion Moku","H0011",440.476987043846
"CORR1835",2,"Area de Conservacion Moku","H0033",413.292951752607
"CORR1836",0,"Tecuani Piedra Cuachi","H0034",77.4439180689716
"CORR1837",1,"Tecuani Piedra Cuachi","H0053",83.4126567588313
"CORR1838",0,"Tecuani Piedra Cuachi","H0027",74.0509316020278
"CORR1839",1,"Tecuani Piedra Cuachi","H0053",86.2825023655091
"CORR1840",0,"Tecuani Piedra Cuachi","H0016",88.9508971369517
"CORR1841",8,"Laguna Om","H0135",500.093014921709
"CORR1842",5,"Laguna Om","H0033",473.588884412466
"CORR1843",5,"Laguna Om","H0048",457.211485100972
"CORR1844",6,"Laguna Om","H0013",490.333968151105
"CORR1845",5,"Laguna Om","H0052",459.171453915091
"CORR1846",1,"Cienagas Corrales y El Ocho","H0385",55.7514750094369
"CORR1847",1,"Cienagas Corrales y El Ocho","H0383",67.0352574473357
"CORR1848",1,"Cienagas Corrales y El Ocho","H0387",58.479989375777
"CORR1849",1,"Cienagas Corrales y El Ocho","H0384",74.8042359501318
"CORR1850",1,"Cienagas Corrales y El Ocho","H0381",74.1191340660165
"CORR1856",0,"Bosques  Marmoles y Pantagoras","H0460",28.1849763539639
"CORR1857",0,"Bosques  Marmoles y Pantagoras","H0454",33.5363533566646
"CORR1858",0,"Bosques  Marmoles y Pantagoras","H0451",46.4384385444435
"CORR1859",0,"Bosques  Marmoles y Pantagoras","H0457",45.1023360082076
"CORR1860",0,"Bosques  Marmoles y Pantagoras","H0451",46.9875977676138
"CORR1861",2,"Guiexoxa","H0016",47.8519424250896
"CORR1862",2,"Guiexoxa","H0027",80.6679766543118
"CORR1863",2,"Guiexoxa","H0034",89.88567628108
"CORR1864",3,"Guiexoxa","H0018",109.819601361731
"CORR1865",3,"Guiexoxa","H0018",113.086960059487
"CORR1866",0,"Santa Maria Guienagati","H0016",21.3940771077135
"CORR1867",0,"Santa Maria Guienagati","H0027",53.8309960067032
"CORR1868",0,"Santa Maria Guienagati","H0034",57.3572308448951
"CORR1869",1,"Santa Maria Guienagati","H0053",77.4829456133293
"CORR1870",1,"Santa Maria Guienagati","H0053",77.7862378775155
"CORR1871",4,"Ejido El Chichonal","H0013",413.276786014427
"CORR1872",3,"Ejido El Chichonal","H0033",396.759171473929
"CORR1873",4,"Ejido El Chichonal","H0010",419.293751129063
"CORR1874",3,"Ejido El Chichonal","H0048",380.305949096388
"CORR1875",4,"Ejido El Chichonal","H0008",415.021178800528
"CORR1876",4,"Ejido Gral  Heriberto Jara","H0033",409.528008290461
"CORR1877",5,"Ejido Gral  Heriberto Jara","H0013",426.121445897007
"CORR1878",4,"Ejido Gral  Heriberto Jara","H0048",393.07478591292
"CORR1879",5,"Ejido Gral  Heriberto Jara","H0010",432.138411011643
"CORR1880",4,"Ejido Gral  Heriberto Jara","H0052",395.03475472704
"CORR1881",5,"Ejido La Nueva Vida","H0013",454.219822026133
"CORR1882",4,"Ejido La Nueva Vida","H0033",437.398915221451
"CORR1883",5,"Ejido La Nueva Vida","H0010",460.23678714077
"CORR1884",5,"Ejido La Nueva Vida","H0008",455.812568680141
"CORR1885",4,"Ejido La Nueva Vida","H0048",421.097338976002
"CORR1886",4,"Ejido Xpujil","H0033",419.977274734816
"CORR1887",5,"Ejido Xpujil","H0013",436.570712341362
"CORR1888",4,"Ejido Xpujil","H0048",403.524052357275
"CORR1889",5,"Ejido Xpujil","H0010",442.587677455999
"CORR1890",4,"Ejido Xpujil","H0052",405.484021171395
"CORR1891",5,"El Porvenir","H0013",424.194000036521
"CORR1892",4,"El Porvenir","H0033",407.600562429975
"CORR1893",5,"El Porvenir","H0010",430.210965151157
"CORR1894",4,"El Porvenir","H0048",391.22316311848
"CORR1895",5,"El Porvenir","H0008",425.938392822617
"CORR1896",5,"El Refugio","H0013",451.253061302869
"CORR1897",4,"El Refugio","H0033",434.50797756423
"CORR1898",5,"El Refugio","H0010",457.270026417506
"CORR1899",5,"El Refugio","H0008",452.845807956876
"CORR1900",4,"El Refugio","H0048",418.130578252735
"CORR1901",4,"Ing  Eugenio Echeverria Castellot no  2","H0033",403.802904536921
"CORR1902",5,"Ing  Eugenio Echeverria Castellot no  2","H0013",420.54798827556
"CORR1903",4,"Ing  Eugenio Echeverria Castellot no  2","H0048",387.425505225427
"CORR1904",4,"Ing  Eugenio Echeverria Castellot no  2","H0052",389.385474039547
"CORR1905",5,"Ing  Eugenio Echeverria Castellot no  2","H0010",426.564953390196
"CORR1906",4,"Narciso Mendoza","H0033",403.540218095455
"CORR1907",4,"Narciso Mendoza","H0048",387.162818783961
"CORR1908",4,"Narciso Mendoza","H0052",389.12278759808
"CORR1909",5,"Narciso Mendoza","H0013",420.209478768047
"CORR1910",5,"Narciso Mendoza","H0010",426.226443882684
"CORR1911",13,"Humedal de Importancia para la Conservacion de Aves Acuaticas Reserva Rio Lagartos","H0125",1158.0609856984
"CORR1912",13,"Humedal de Importancia para la Conservacion de Aves Acuaticas Reserva Rio Lagartos","H0142",1154.48113585604
"CORR1913",13,"Humedal de Importancia para la Conservacion de Aves Acuaticas Reserva Rio Lagartos","H0131",1143.87752898989
"CORR1914",7,"Humedal de Importancia para la Conservacion de Aves Acuaticas Reserva Rio Lagartos","H0008",886.037659024061
"CORR1915",13,"Humedal de Importancia para la Conservacion de Aves Acuaticas Reserva Rio Lagartos","H0131",1141.72419220962
"CORR1916",2,"Agua Blanca","H0002",62.8986277797413
"CORR1917",2,"Agua Blanca","H0002",62.460508865944
"CORR1918",2,"Agua Blanca","H0005",63.4830042462382
"CORR1919",1,"Agua Blanca","H0001",85.5671095504294
"CORR1920",1,"Agua Blanca","H0006",87.1387641538939
"CORR1921",2,"Sierra de Tabasco","H0001",43.2798881333947
"CORR1922",2,"Sierra de Tabasco","H0002",58.5811770604246
"CORR1923",2,"Sierra de Tabasco","H0002",64.0765795931588
"CORR1924",2,"Sierra de Tabasco","H0006",64.7015618823752
"CORR1925",2,"Sierra de Tabasco","H0003",61.76351381171
"CORR1926",5,"El Palmar","H0008",768.212490393469
"CORR1927",6,"El Palmar","H0005",815.383603502501
"CORR1928",5,"El Palmar","H0010",772.560885788055
"CORR1929",5,"El Palmar","H0013",766.543920673419
"CORR1930",5,"El Palmar","H0011",777.210341424159
"CORR1931",1,"Golfo de Montijo","H0377",107.621848457717
"CORR1932",1,"Golfo de Montijo","H0377",109.092777643564
"CORR1933",1,"Golfo de Montijo","H0375",117.34159689421
"CORR1934",1,"Golfo de Montijo","H0372",121.641765864015
"CORR1935",2,"Golfo de Montijo","H0376",129.308902937859
"CORR1936",2,"Cano Negro","H0350",55.2824114203729
"CORR1937",3,"Cano Negro","H0351",101.004341138404
"CORR1938",3,"Cano Negro","H0352",111.554333000379
"CORR1939",2,"Cano Negro","H0349",90.6048793971899
"CORR1940",4,"Cano Negro","H0353",149.026327456432
"CORR1941",2,"Centro de Interpretacion de la Naturaleza","H0001",130.035726656027
"CORR1942",2,"Centro de Interpretacion de la Naturaleza","H0002",145.412838649103
"CORR1943",2,"Centro de Interpretacion de la Naturaleza","H0004",135.273369059658
"CORR1944",2,"Centro de Interpretacion de la Naturaleza","H0002",150.908241181838
"CORR1945",2,"Centro de Interpretacion de la Naturaleza","H0003",143.97982099628
"CORR1946",3,"San San Pond Sak","H0366",70.7759523022138
"CORR1947",3,"San San Pond Sak","H0369",66.8142928399215
"CORR1948",3,"San San Pond Sak","H0369",71.7724293196045
"CORR1949",3,"San San Pond Sak","H0369",60.6218952529536
"CORR1950",3,"San San Pond Sak","H0369",61.6232985827068
"CORR1951",3,"Punta Patino","H0386",85.0147937705326
"CORR1952",3,"Punta Patino","H0380",134.406330112487
"CORR1953",3,"Punta Patino","H0382",142.860410499398
"CORR1954",4,"Punta Patino","H0390",298.993476380693
"CORR1955",3,"Punta Patino","H0398",288.370355742369
"CORR1956",4,"Parque Estatal de Kabah","H0008",653.080539573394
"CORR1957",4,"Parque Estatal de Kabah","H0013",651.487792919388
"CORR1958",4,"Parque Estatal de Kabah","H0010",657.504758034025
"CORR1959",4,"Parque Estatal de Kabah","H0011",662.154213670131
"CORR1960",5,"Parque Estatal de Kabah","H0005",700.251652682427
"CORR1961",4,"Cuxtal","H0008",734.951832659717
"CORR1962",4,"Cuxtal","H0013",733.35908600571
"CORR1963",4,"Cuxtal","H0010",739.376051120347
"CORR1964",4,"Cuxtal","H0011",744.025506756453
"CORR1965",5,"Cuxtal","H0005",782.122945768752
"CORR1966",2,"Nargana","H0380",252.101215451307
"CORR1967",2,"Nargana","H0382",270.61243777089
"CORR1968",2,"Nargana","H0386",330.447851977804
"CORR1969",7,"Nargana","H0373",287.48045498902
"CORR1970",6,"Nargana","H0377",335.889639506365
"CORR1971",4,"San Juan Butista Tabi y anexa Sacnicte","H0008",654.918690919353
"CORR1972",4,"San Juan Butista Tabi y anexa Sacnicte","H0013",653.325944265346
"CORR1973",4,"San Juan Butista Tabi y anexa Sacnicte","H0010",659.342909379984
"CORR1974",4,"San Juan Butista Tabi y anexa Sacnicte","H0011",663.992365016087
"CORR1975",3,"San Juan Butista Tabi y anexa Sacnicte","H0033",636.505037460665
"CORR1976",3,"Manchon Guamuchal","H0247",80.0797898867846
"CORR1977",2,"Manchon Guamuchal","H0247",78.4572145688444
"CORR1978",2,"Manchon Guamuchal","H0258",85.7084407907668
"CORR1979",3,"Manchon Guamuchal","H0237",93.3717675635826
"CORR1980",2,"Manchon Guamuchal","H0258",85.7176396711896
"CORR1981",2,"Reserva de la Biosfera Pantanos de Centla","H0005",196.786089600027
"CORR1982",2,"Reserva de la Biosfera Pantanos de Centla","H0002",197.977050594896
"CORR1983",2,"Reserva de la Biosfera Pantanos de Centla","H0002",201.311033478276
"CORR1984",3,"Reserva de la Biosfera Pantanos de Centla","H0001",235.622899244919
"CORR1985",2,"Reserva de la Biosfera Pantanos de Centla","H0008",215.494490186786
"CORR1986",2,"La Encrucijada","H0117",35.9696583279084
"CORR1987",2,"La Encrucijada","H0092",93.9594920640795
"CORR1988",2,"La Encrucijada","H0084",117.190604506419
"CORR1989",3,"La Encrucijada","H0168",68.1021689513785
"CORR1990",2,"La Encrucijada","H0109",49.9570527805762
"CORR1991",2,"La Sepultura","H0059",40.8113659188251
"CORR1992",2,"La Sepultura","H0059",43.1504500631775
"CORR1993",3,"La Sepultura","H0030",46.2201682267268
"CORR1994",2,"La Sepultura","H0057",46.7237953148147
"CORR1995",2,"La Sepultura","H0067",50.0956897312169
"CORR2001",6,"Terraba Sierpe","H0369",72.2820987313886
"CORR2002",5,"Terraba Sierpe","H0369",97.4650971187599
"CORR2003",5,"Terraba Sierpe","H0367",66.2456198445732
"CORR2004",5,"Terraba Sierpe","H0365",102.013827337246
"CORR2005",5,"Terraba Sierpe","H0364",106.503553972168
"CORR2006",2,"Serrania del Bagre","H0386",49.5357533492608
"CORR2007",2,"Serrania del Bagre","H0380",102.063632040388
"CORR2008",2,"Serrania del Bagre","H0382",110.517712427298
"CORR2009",3,"Serrania del Bagre","H0390",263.36278982733
"CORR2010",2,"Serrania del Bagre","H0398",253.346253717377
"CORR2011",1,"Parque Nacional Jeanette Kawas","H0149",74.2902939702877
"CORR2012",1,"Parque Nacional Jeanette Kawas","H0155",51.6110350408138
"CORR2013",1,"Parque Nacional Jeanette Kawas","H0155",51.8791100616729
"CORR2014",1,"Parque Nacional Jeanette Kawas","H0131",77.9080553456741
"CORR2015",1,"Parque Nacional Jeanette Kawas","H0131",79.2495464613031
"CORR2016",1,"Santa Ana","H0001",51.436064835513
"CORR2017",1,"Santa Ana","H0004",59.4049158951805
"CORR2018",1,"Santa Ana","H0003",68.1113678318011
"CORR2019",1,"Santa Ana","H0006",72.8577385844933
"CORR2020",1,"Santa Ana","H0006",79.7991679515038
"CORR2021",2,"Humedal Caribe Noreste","H0355",52.941748997657
"CORR2022",2,"Humedal Caribe Noreste","H0355",69.9885467221192
"CORR2023",6,"Humedal Caribe Noreste","H0357",88.0497569577859
"CORR2024",2,"Humedal Caribe Noreste","H0355",72.3877504613694
"CORR2025",5,"Humedal Caribe Noreste","H0360",89.4594505374023
"CORR2026",2,"Refugio de Vida Silvestre Bocas del Polochic","H0176",23.3383424506845
"CORR2027",2,"Refugio de Vida Silvestre Bocas del Polochic","H0220",45.5664732849088
"CORR2028",2,"Refugio de Vida Silvestre Bocas del Polochic","H0215",53.2190228989385
"CORR2029",2,"Refugio de Vida Silvestre Bocas del Polochic","H0220",63.4722270874536
"CORR2030",2,"Refugio de Vida Silvestre Bocas del Polochic","H0215",54.9331247540735
"CORR2031",5,"Islas Advent  Zorra y Juan Gallego","H0373",181.831584526872
"CORR2032",4,"Islas Advent  Zorra y Juan Gallego","H0377",230.240769044225
"CORR2033",4,"Islas Advent  Zorra y Juan Gallego","H0377",231.443623209213
"CORR2034",4,"Islas Advent  Zorra y Juan Gallego","H0372",243.719610096443
"CORR2035",4,"Islas Advent  Zorra y Juan Gallego","H0375",246.355481914255
"CORR2036",4,"Ribera Oeste del Lago Alajuela","H0373",191.91093452142
"CORR2037",3,"Ribera Oeste del Lago Alajuela","H0377",240.320119038772
"CORR2038",3,"Ribera Oeste del Lago Alajuela","H0377",241.52297320376
"CORR2039",3,"Ribera Oeste del Lago Alajuela","H0372",253.79896009099
"CORR2040",3,"Ribera Oeste del Lago Alajuela","H0375",256.434831908802
"CORR2041",2,"Laguna El Jocotal","H0346",97.6286364209734
"CORR2042",1,"Laguna El Jocotal","H0340",114.779969864081
"CORR2043",1,"Laguna El Jocotal","H0338",152.172330953059
"CORR2044",1,"Laguna El Jocotal","H0335",149.378308412427
"CORR2045",1,"Laguna El Jocotal","H0332",152.471812916215
"CORR2046",6,"Crooked Tree Wildlife Sanctuary","H0135",367.353213983895
"CORR2047",8,"Crooked Tree Wildlife Sanctuary","H0149",521.066908609439
"CORR2048",8,"Crooked Tree Wildlife Sanctuary","H0155",531.654812004437
"CORR2049",8,"Crooked Tree Wildlife Sanctuary","H0155",533.208068847056
"CORR2050",5,"Crooked Tree Wildlife Sanctuary","H0176",353.436254017882
"CORR2051",4,"Balam Kin","H0008",464.58814761481
"CORR2052",4,"Balam Kin","H0013",462.767931762664
"CORR2053",4,"Balam Kin","H0010",468.7848968773
"CORR2054",4,"Balam Kin","H0011",473.434352513405
"CORR2055",3,"Balam Kin","H0033",446.250317222165
"CORR2056",3,"El Gancho Murillo","H0177",109.866249508147
"CORR2057",3,"El Gancho Murillo","H0185",96.7409676902879
"CORR2058",2,"El Gancho Murillo","H0237",94.3612777232159
"CORR2059",2,"El Gancho Murillo","H0247",86.997432913557
"CORR2060",2,"El Gancho Murillo","H0237",85.9359099889059
"CORR2061",2,"El Cabildo Amatal","H0177",63.0839128767981
"CORR2062",2,"El Cabildo Amatal","H0168",77.3274891802065
"CORR2063",3,"El Cabildo Amatal","H0185",77.0372060974719
"CORR2064",2,"El Cabildo Amatal","H0168",78.5449308050098
"CORR2065",3,"El Cabildo Amatal","H0237",83.9066226994654
"CORR2066",5,"Lagunas de Yalahau","H0008",702.489549142138
"CORR2067",5,"Lagunas de Yalahau","H0013",700.89680248813
"CORR2068",5,"Lagunas de Yalahau","H0010",706.913767602766
"CORR2069",5,"Lagunas de Yalahau","H0011",711.563223238873
"CORR2070",4,"Lagunas de Yalahau","H0033",684.075895683443
"CORR2071",2,"Punta de Manabique","H0135",56.0146237179331
"CORR2072",3,"Punta de Manabique","H0254",162.486770747805
"CORR2073",3,"Punta de Manabique","H0216",118.771457990307
"CORR2074",3,"Punta de Manabique","H0216",120.766644047753
"CORR2075",2,"Punta de Manabique","H0211",198.578246543875
"CORR2076",6,"Dzilam","H0008",843.11922151685
"CORR2077",6,"Dzilam","H0013",841.450651796812
"CORR2078",6,"Dzilam","H0010",847.46761691145
"CORR2079",6,"Dzilam","H0011",852.117072547554
"CORR2080",7,"Dzilam","H0005",890.29033462588
"CORR2081",7,"Sistema de Humedales de la Bahia de Bluefields","H0350",287.046608643282
"CORR2082",7,"Sistema de Humedales de la Bahia de Bluefields","H0353",276.376839858542
"CORR2083",7,"Sistema de Humedales de la Bahia de Bluefields","H0353",275.328326115343
"CORR2084",7,"Sistema de Humedales de la Bahia de Bluefields","H0354",282.47613262995
"CORR2085",7,"Sistema de Humedales de la Bahia de Bluefields","H0349",322.369076620096
"CORR2086",3,"Sistemas Lacustre  Palustres y Riberino del Municipio de San Miguelito","H0350",127.569898731153
"CORR2087",2,"Sistemas Lacustre  Palustres y Riberino del Municipio de San Miguelito","H0349",153.742869545188
"CORR2088",4,"Sistemas Lacustre  Palustres y Riberino del Municipio de San Miguelito","H0351",177.335815568252
"CORR2089",4,"Sistemas Lacustre  Palustres y Riberino del Municipio de San Miguelito","H0352",187.885807430228
"CORR2090",4,"Sistemas Lacustre  Palustres y Riberino del Municipio de San Miguelito","H0353",214.455175324008
"CORR2091",1,"Sistema Lagunar de Tisma","H0348",233.142946127255
"CORR2092",3,"Sistema Lagunar de Tisma","H0349",238.07302369864
"CORR2093",2,"Sistema Lagunar de Tisma","H0347",246.370531641099
"CORR2094",2,"Sistema Lagunar de Tisma","H0350",277.29322124182
"CORR2095",2,"Sistema Lagunar de Tisma","H0345",291.86229787129
"CORR2096",2,"Cascadas de Reforma","H0008",151.619361428857
"CORR2097",3,"Cascadas de Reforma","H0013",142.265719141144
"CORR2098",3,"Cascadas de Reforma","H0010",146.962285190694
"CORR2099",3,"Cascadas de Reforma","H0011",153.235432156072
"CORR2100",2,"Cascadas de Reforma","H0033",215.95974347482
"CORR2101",2,"Balam Ku","H0033",353.630737995359
"CORR2102",2,"Balam Ku","H0048",337.253338683864
"CORR2103",3,"Balam Ku","H0013",370.29999866795
"CORR2104",2,"Balam Ku","H0052",339.213307497984
"CORR2105",3,"Balam Ku","H0010",376.316963782587
"CORR2106",0,"Cuencas y corales de la zona costera de Huatulco","H0062",63.0421910427456
"CORR2107",1,"Cuencas y corales de la zona costera de Huatulco","H0053",82.3679533166627
"CORR2108",1,"Cuencas y corales de la zona costera de Huatulco","H0053",85.3228208698092
"CORR2109",1,"Cuencas y corales de la zona costera de Huatulco","H0034",118.318097872392
"CORR2110",1,"Cuencas y corales de la zona costera de Huatulco","H0027",122.55433694627
"CORR2111",3,"Rio Playa","H0001",213.827498745096
"CORR2112",1,"Rio Playa","H0004",199.063475871117
"CORR2113",2,"Rio Playa","H0003",214.702158294327
"CORR2114",4,"Rio Playa","H0002",247.982329800254
"CORR2115",4,"Rio Playa","H0002",253.477732332989
"CORR2116",6,"Reserva de la Biosfera Ria Celestun","H0008",728.844457019226
"CORR2117",6,"Reserva de la Biosfera Ria Celestun","H0010",733.268675479855
"CORR2118",7,"Reserva de la Biosfera Ria Celestun","H0005",776.015570128257
"CORR2119",6,"Reserva de la Biosfera Ria Celestun","H0013",727.251710365219
"CORR2120",6,"Reserva de la Biosfera Ria Celestun","H0011",737.918131115961
"CORR2121",4,"Reserva de la Biosfera Los Petenes","H0008",646.276631145699
"CORR2122",4,"Reserva de la Biosfera Los Petenes","H0010",650.700849606325
"CORR2123",4,"Reserva de la Biosfera Los Petenes","H0013",644.683884491688
"CORR2124",4,"Reserva de la Biosfera Los Petenes","H0011",655.350305242428
"CORR2125",5,"Reserva de la Biosfera Los Petenes","H0005",693.447744254729
"CORR2126",3,"Area de Proteccion de Flora y Fauna Laguna de Terminos","H0005",204.178647062286
"CORR2127",3,"Area de Proteccion de Flora y Fauna Laguna de Terminos","H0002",205.369608057155
"CORR2128",3,"Area de Proteccion de Flora y Fauna Laguna de Terminos","H0002",208.703590940535
"CORR2129",3,"Area de Proteccion de Flora y Fauna Laguna de Terminos","H0008",222.887047649047
"CORR2130",4,"Area de Proteccion de Flora y Fauna Laguna de Terminos","H0010",229.95141049555
"CORR2136",5,"Laguna de Chichankanab","H0013",605.985441007684
"CORR2137",5,"Laguna de Chichankanab","H0008",607.654010727736
"CORR2138",5,"Laguna de Chichankanab","H0010",612.002406122321
"CORR2139",4,"Laguna de Chichankanab","H0033",589.467826467187
"CORR2140",5,"Laguna de Chichankanab","H0011",616.651861758424
"CORR2141",2,"Complejo Bahia de Jiquilisco","H0346",77.7211919702545
"CORR2142",1,"Complejo Bahia de Jiquilisco","H0340",162.943287422447
"CORR2143",3,"Complejo Bahia de Jiquilisco","H0344",192.599192962261
"CORR2144",3,"Complejo Bahia de Jiquilisco","H0342",195.897958602314
"CORR2145",1,"Complejo Bahia de Jiquilisco","H0338",200.259825445379
"CORR2146",6,"Reserva Estatal de Dzilam","H0008",848.883815081786
"CORR2147",6,"Reserva Estatal de Dzilam","H0013",847.215245361739
"CORR2148",6,"Reserva Estatal de Dzilam","H0010",853.232210476374
"CORR2149",6,"Reserva Estatal de Dzilam","H0011",857.881666112482
"CORR2150",7,"Reserva Estatal de Dzilam","H0005",896.054928190812
"CORR2151",2,"Embalse Cerron Grande","H0327",66.4703947530163
"CORR2152",2,"Embalse Cerron Grande","H0330",71.6414129710229
"CORR2153",2,"Embalse Cerron Grande","H0315",79.6876653751004
"CORR2154",3,"Embalse Cerron Grande","H0323",97.7293618385881
"CORR2155",2,"Embalse Cerron Grande","H0311",84.8927848251007
"CORR2156",3,"Salto Grande","H0008",269.289152938831
"CORR2157",3,"Salto Grande","H0013",258.350846866202
"CORR2158",3,"Salto Grande","H0010",263.881466642263
"CORR2159",3,"Salto Grande","H0011",269.320559881129
"CORR2160",2,"Salto Grande","H0033",275.939836956078
"CORR2161",1,"Humedales La Libertad","H0008",98.9582343664817
"CORR2162",2,"Humedales La Libertad","H0010",104.001392792633
