"CONS_OB","DESIG","DESIG_E","DESIG_T","GIS_ARE","GIS_M_A","GOV_TYP","INT_CRI","ISO3","IUCN_CA","MANG_AU","MANG_PL","MARINE","METADAT","NAME","NO_TAKE","NO_TK_A","ORIG_NA","OWN_TYP","PARENT_","PA_DEF","REP_ARE","REP_M_A","STATUS","STATUS_","SUB_LOC","SUPP_IN","VERIF","WDPAID","WDPA_PI","GEOMETR","AREA_KM","FID","SRTM90_","LOW_ARE","startnode_ID","mean_m","min_m","max_m","range_m","calculatedarea_km2"
"Not Applicable","Parque Nacional","National Park","National",2004.8753232,0,"Non-profit organisations","Not Applicable","GTM","II","CONAP / FDN","Not Reported","terrestrial",814,"Sierra del Lacandon","Not Applicable",NA,"Sierra del Lacandón","State","GTM","PA",2016.0976238,0,"Designated",1990,"GT-PE","Not Applicable","State Verified",30605,"30605","POLYGON",1997.5628755,0,500,1966.06528519327,59,230.656357606285,60,524.965881347656,464.965881347656,1959.52954058942
"Not Applicable","Parque Nacional","National Park","National",2902.3793476,0,"Federal or national ministry or agency","Not Applicable","GTM","II","CONAP","Not Reported","terrestrial",814,"Laguna del Tigre","Not Applicable",NA,"Laguna del Tigre","State","GTM","PA",2908.8856676,0,"Designated",1990,"GT-PE","Not Applicable","State Verified",342356,"342356","POLYGON",2895.3946035,0,500,2904.90029288893,60,73.1540562302353,38,183,145,2895.4126681101
"Not Applicable","Biotopo Protegido","Protected Biotope","National",476.6867636,0,"Federal or national ministry or agency","Not Applicable","GTM","II","CECON / USAC","Not Reported","terrestrial",814,"Laguna del Tigre  Rio Escondido","Not Applicable",NA,"Laguna del Tigre - Río Escondido","State","GTM","PA",477.7553606,0,"Designated",1990,"GT-PE","Not Applicable","State Verified",115081,"115081","POLYGON",474.186387,0,500,475.742091026637,61,62.2926221915812,41,104,63,474.186459240824
"Not Applicable","Parque Nacional","National Park","National",1195.9343878,0,"Federal or national ministry or agency","Not Applicable","GTM","II","CONAP","Not Reported","terrestrial",814,"Mirador   Rio Azul","Not Applicable",NA,"Mirador - Río Azul","State","GTM","PA",1191.5875004,0,"Designated",1990,"GT-PE","Not Applicable","State Verified",30604,"30604","POLYGON",1180.64982465533,0,500,1184.48335919202,62,220.86443710671,83.0857086181641,389,305.914291381836,1180.65422243382
"Not Applicable","Biotopo Protegido","Protected Biotope","National",303.5399044,0,"Collaborative governance","Not Applicable","GTM","II","CECON / USAC","Not Reported","terrestrial",814,"Naachtun   Dos Lagunas","Not Applicable",NA,"Naachtún - Dos Lagunas","State","GTM","PA",304.220355,0,"Designated",1990,"GT-PE","Not Applicable","State Verified",102817,"102817","POLYGON",293.408996994995,0,500,294.353926734735,63,289.524282084484,182,361,179,293.403428695017
"Not Applicable","Biotopo Protegido","Protected Biotope","National",35.6455126,0,"Federal or national ministry or agency","Not Applicable","GTM","II","CECON / USAC","Not Reported","terrestrial",814,"Chocon Machacas","Not Applicable",NA,"Chocón Machacas","State","GTM","PA",50.6326701,0,"Designated",1990,"GT-IZ","Not Applicable","State Verified",12594,"12594","POLYGON",35.6746845,0,500,35.7994773951442,64,24.9893099301849,4,168.600250244141,164.600250244141,35.6746859933261
"Not Applicable","Biotopo Protegido","Protected Biotope","National",355.5050276,0,"Collaborative governance","Not Applicable","GTM","II","CECON / USAC","Not Reported","terrestrial",814,"San Miguel La Palotada   El Zotz","Not Applicable",NA,"San Miguel La Palotada - El Zotz","State","GTM","PA",356.3019698,0,"Designated",1990,"GT-PE","Not Applicable","State Verified",30606,"30606","POLYGON",355.338364,0,500,356.515578949716,65,294.680810733995,137,415,278,355.339186969273
"Not Applicable","Jardín Botánico y Centro de Investigación","Botanical Garden and Research Center","National",19.7082993,0,"Federal or national ministry or agency","Not Applicable","HND","II","ICF y UNACIFOR","Existing","terrestrial",1927,"Lancetilla","Not Applicable",NA,"Lancetilla","Multiple ownership","HND","PA",19.6248,0,"Designated",1990,"HN-AT","Not Applicable","State Verified",18839,"18839","POLYGON",19.599261,0,500,16.2053069169569,66,256.935679000101,16,510.556365966797,494.556365966797,16.1487261082377
"Not Applicable","Parque Nacional","National Park","National",255.635046,243.6578846,"Federal or national ministry or agency","Not Applicable","CRI","II","Federal or national ministry or agency","Not Reported","marine",811,"Marino las Baulas de Guanacaste","Not Reported",NA,"Marino las Baulas de Guanacaste","State","CRI","PA",245.2859955,245.2859955,"Designated",1991,"CR-G","Not Applicable","State Verified",102310,"102310","POLYGON",253.8450575,0,500,9.86468739749003,67,23.3507590436428,2,188,186,9.82480697859168
"Not Applicable","Parque Nacional","National Park","National",141.9298362,0.8484953,"Federal or national ministry or agency","Not Applicable","CRI","II","Federal or national ministry or agency","Not Reported","terrestrial",811,"Piedras Blancas","Not Applicable",NA,"Piedras Blancas","State","CRI","PA",141.3339996,141.3341,"Designated",1991,"CR-P","Not Applicable","State Verified",102367,"102367","POLYGON",141.2550975,0,500,138.216481365042,68,195.241677110552,3,505.072814941406,502.072814941406,137.640782197323
"Not Applicable","Parque Nacional","National Park","National",343.3571414,0,"Federal or national ministry or agency","Not Applicable","CRI","II","Federal or national ministry or agency","Not Reported","terrestrial",811,"Guanacaste","Not Applicable",NA,"Guanacaste","State","CRI","PA",342.1520081,0,"Designated",1991,"CR-G","Not Applicable","State Verified",19368,"19368","POLYGON",342.133632005341,0,500,229.041731649343,69,288.714443443582,122.330917358398,511.642761230469,389.31184387207,228.128097668235
"Not Applicable","National Park","National Park","National",1073.3232202,0,"Federal or national ministry or agency","Not Applicable","BLZ","II","Forest Department/Friends for Conservation and Development","Not Reported","terrestrial",1844,"Chiquibul","Not Applicable",NA,"Chiquibul","Not Reported","BLZ","PA",1157.1459842,0,"Designated",1991,"BZ-CY","Not Applicable","State Verified",20230,"20230","POLYGON",1066.3746865,0,500,98.0419005953457,70,473.417813306226,371,553.35595703125,182.35595703125,97.71245711775
"Not Applicable","Parque Nacional","National Park","National",48.1185056,0,"Federal or national ministry or agency","Not Applicable","PAN","II","Ministerio de Ambiente","Not Reported","terrestrial",822,"Camino de Cruces","Not Applicable",NA,"Camino de Cruces","State","PAN","PA",47.9098241,0,"Designated",1992,"Not Reported","Not Applicable","State Verified",40968,"40968","POLYGON",47.360922,0,500,47.5579000543399,71,90.0367425535936,19,215,196,47.3609427618535
"Not Applicable","Humedal","Wetland","National",7.8195805,1.1279766,"Federal or national ministry or agency","Not Applicable","CRI","II","Federal or national ministry or agency","Not Reported","partial",811,"Nacional Cariari","Not Reported",NA,"Nacional Cariari","Joint ownership","CRI","PA",7.7876101,6.8391,"Designated",1994,"CR-L","Not Applicable","State Verified",108155,"108155","POLYGON",7.7749789000017,0,500,7.705266568843,72,9.40231912245743,-2,22,24,7.67402841459052
"Not Applicable","Parque Nacional","National Park","National",797.1238324,282.6482857,"Federal or national ministry or agency","Not Applicable","HND","II","ICF y PROLANSATE","Existing","partial",1927,"Blanca Jeannette Kawas  Punta Sal","Not Reported",NA,"Blanca Jeannette Kawas (Punta Sal)","Multiple ownership","HND","PA",793.81776,284.3583477,"Designated",1994,"HN-AT","Not Applicable","State Verified",30627,"30627","POLYGON",794.9004475,0,500,514.351023322704,73,14.696753725822,-4,185,189,512.561065041627
"Not Applicable","Humedal","Wetland","National",23.9377734,0,"Federal or national ministry or agency","Not Applicable","CRI","II","Federal or national ministry or agency","Not Reported","terrestrial",811,"Palustrino Corral de piedra","Not Applicable",NA,"Palustrino Corral de piedra","Joint ownership","CRI","PA",23.8484993,0,"Designated",1994,"CR-G","Not Applicable","State Verified",302001,"302001","POLYGON",23.9356715,0,500,23.9758010526605,74,5.96810946031489,2,63.0077934265137,61.0077934265137,23.8787840896197
"Not Applicable","Humedal","Wetland","National",268.9392141,24.7371354,"Federal or national ministry or agency","Not Applicable","CRI","II","Federal or national ministry or agency","Not Reported","terrestrial",811,"Terraba Sierpe","Not Applicable",NA,"Terraba-Sierpe","Joint ownership","CRI","PA",267.7869873,267.7868,"Designated",1994,"CR-P","Not Applicable","State Verified",108151,"108151","POLYGON",267.767281,0,500,224.382649163032,75,12.1095515585366,-1,126,127,223.450457891063
"Not Applicable","Humedal","Wetland","National",6.5796749,0,"Federal or national ministry or agency","Not Applicable","CRI","II","Federal or national ministry or agency","Not Reported","terrestrial",811,"Humedal lacustrino Rio Canas","Not Applicable",NA,"Humedal lacustrino Rio Canas","Joint ownership","CRI","PA",6.55687,0,"Designated",1994,"CR-G","Not Applicable","State Verified",108165,"108165","POLYGON",6.5580065,0,500,6.58463336547684,76,19.2469821093705,16,75.3541870117188,59.3541870117188,6.55802041787148
"Not Applicable","National Park","National Park","National",7.3908809,0,"Federal or national ministry or agency","Not Applicable","BLZ","II","Forest Department","Not Reported","terrestrial",1844,"Monkey Bay","Not Applicable",NA,"Monkey Bay","Not Reported","BLZ","PA",9.1054269,0,"Designated",1994,"BZ-BZ","Not Applicable","State Verified",301914,"301914","POLYGON",7.3937885,0,500,7.41825627701555,77,51.1266800435932,24,97,73,7.39382716620168
"Not Applicable","National Park","National Park","National",170.5475984,1.1547221,"Collaborative governance","Not Applicable","BLZ","II","Forest Department/Sarstoon-Temash Institute for Indigenous Management","Not Reported","terrestrial",1844,"Temash Sarstoon","Not Applicable",NA,"Temash-Sarstoon","Not Reported","BLZ","PA",165.9211132,0,"Designated",1994,"BZ-TOL","Not Applicable","State Verified",61956,"61956","POLYGON",169.54284,0,500,170.094444723891,78,17.3382812409607,0,48,48,169.505285966246
"Not Applicable","National Park","National Park","National",36.2982935,0,"Federal or national ministry or agency","Not Applicable","BLZ","II","Forest Department","Not Reported","terrestrial",1844,"Aguas Turbias","Not Applicable",NA,"Aguas Turbias","Not Reported","BLZ","PA",36.219365,0,"Designated",1994,"BZ-OW","Not Applicable","State Verified",61957,"61957","POLYGON",34.9577062476578,0,500,35.0705837634022,79,124.356376759226,74,184,110,34.9577167767787
"Not Applicable","National Park","National Park","National",161.5580356,0.0562341,"Collaborative governance","Not Applicable","BLZ","II","Forest Department/Toledo Institute for Development & Environment","Not Reported","terrestrial",1844,"Paynes Creek","Not Applicable",NA,"Paynes Creek","Not Reported","BLZ","PA",152.4855499,0,"Designated",1994,"BZ-TOL","Not Applicable","State Verified",61958,"61958","POLYGON",160.63209,0,500,158.100685985443,80,10.6873020340842,1,31,30,157.560702863799
"Not Applicable","National Park","National Park","National",16.6559579,0,"Collaborative governance","Not Applicable","BLZ","II","Forest Department/Belize Audubon Society","Not Reported","terrestrial",1844,"Five Blues Lake","Not Applicable",NA,"Five Blues Lake","Not Reported","BLZ","PA",17.1991398,0,"Designated",1994,"BZ-CY","Not Applicable","State Verified",34313,"34313","POLYGON",16.612394,0,500,16.667736480632,81,95.3114133029676,55,185,130,16.6125193933936
"Not Applicable","Monumento Cultural","Cultural Monument","National",15.6448182,0,"Federal or national ministry or agency","Not Applicable","GTM","II","CONAP / IDAEH","Not Reported","terrestrial",814,"Ceibal","Not Applicable",NA,"Ceibal","State","GTM","PA",15.1412801,0,"Designated",1995,"GT-PE","Not Applicable","State Verified",302086,"302086","POLYGON",15.4480955,0,500,15.5005414607423,82,204.521233335329,113,236,123,15.4479311606674
"Not Applicable","Monumento Cultural","Cultural Monument","National",16.9969308,0,"Federal or national ministry or agency","Not Applicable","GTM","II","CONAP / IDAEH","Not Reported","terrestrial",814,"Aguateca","Not Applicable",NA,"Aguateca","State","GTM","PA",17.0950485,0,"Designated",1995,"GT-PE","Not Applicable","State Verified",12570,"12570","POLYGON",16.8269975,0,500,16.8846443476135,83,181.830672567623,110,223,113,16.8270941773623
"Not Applicable","Monumento Cultural","Cultural Monument","National",31.2765697,0,"Federal or national ministry or agency","Not Applicable","GTM","II","CONAP / IDAEH","Not Reported","terrestrial",814,"Dos Pilas","Not Applicable",NA,"Dos Pilas","State","GTM","PA",31.3458701,0,"Designated",1995,"GT-PE","Not Applicable","State Verified",12572,"12572","POLYGON",31.202803,0,500,31.3083810057622,84,172.749184203885,133.017135620117,217,83.9828643798828,31.2018746605994
"Not Applicable","Reserva Biológica","Biological Reserve","National",3099.9500266,0,"Federal or national ministry or agency","Not Applicable","GTM","II","CONAP","Not Reported","terrestrial",814,"San Roman","Not Applicable",NA,"San Román","State","GTM","PA",1577.7944138,0,"Designated",1995,"GT-PE","Not Applicable","State Verified",30618,"30618","POLYGON",3091.542137,0,500,2814.22116898873,85,220.459994563391,107,538.046691894531,431.046691894531,2804.63532660549
"Not Applicable","Parque Nacional","National Park","National",143.4844427,0,"Government-delegated management","Not Applicable","GTM","II","INAB","Not Reported","terrestrial",814,"Laguna Lachua","Not Applicable",NA,"Laguna Lachuá","State","GTM","PA",142.857974,0,"Designated",1996,"GT-AV","Not Applicable","State Verified",12583,"12583","POLYGON",143.0753075,0,500,134.936956731202,86,232.491920872267,163,558.600891113281,395.600891113281,134.468585513283
"Not Applicable","Parque Nacional","National Park","National",53.5250397,0,"Federal or national ministry or agency","Not Applicable","CRI","II","Federal or national ministry or agency","Not Reported","terrestrial",811,"Carara","Not Applicable",NA,"Carara","State","CRI","PA",53.3008995,0,"Designated",1998,"CR-P","Not Applicable","State Verified",157,"157","POLYGON",53.068787,0,500,44.2193763024111,87,230.430202581109,10,516.348022460938,506.348022460938,44.0387148388745
"Not Applicable","Parque Nacional","National Park","National",186.6357413,35.0195442,"Federal or national ministry or agency","Not Applicable","HND","II","ICF y PROLANSATE","Existing","partial",1927,"Punta Izopo","Not Reported",NA,"Punta Izopo","Multiple ownership","HND","PA",185.84537,37.92197,"Designated",2000,"HN-AT","Not Applicable","State Verified",41024,"41024","POLYGON",185.9743585,0,500,149.59064515526,88,60.1474138348774,2,518.274597167969,516.274597167969,149.069459275852
"Not Applicable","Humedal","Wetland","National",52.624618,12.2965619,"Federal or national ministry or agency","Not Applicable","CRI","II","Federal or national ministry or agency","Not Reported","partial",811,"Estero Puntarenas y Manglares Asociados","Not Reported",NA,"Estero Puntarenas y Manglares Asociados","Joint ownership","CRI","PA",52.4115982,52.4116,"Designated",2001,"CR-P","Not Applicable","State Verified",108142,"108142","POLYGON",52.5824635,0,500,39.2928106449427,89,11.0926392333062,1,22,21,39.1329809073431
"Not Applicable","Parque Nacional","National Park","National",635.0353065,0,"Federal or national ministry or agency","Not Applicable","NIC","II","Ministerio del Ambiente y Los Recursos Naturales (MARENA)","Not Reported","terrestrial",820,"Cerro Saslaya","Not Applicable",NA,"Cerro Saslaya","Not Reported","NIC","PA",632.86804,0,"Designated",2001,"NI-JI","Not Applicable","State Verified",234,"234","POLYGON",632.4191125,0,500,353.612614665933,90,371.804334556437,144,571.144165039062,427.144165039062,352.302218055361
